ticket,ballot_position,surname,ballot_given_nm,party_ballot_nm,transfer_factor,elimination_order,fate,notes
Q,1,BOWER,Rod,Independents For Climate Action Now,1,383,Transfer,
Q,2,TAIT,Jim,Independents For Climate Action Now,1,108,Transfer,
Q,3,SCHNEIDER,Annette,Independents For Climate Action Now,1,165,Transfer,
R,1,SPENDER,Duncan,Liberal Democrats,1,403,Transfer,
R,2,NEVILLE,Codie,Liberal Democrats,1,116,Transfer,
S,1,McCULLOCH,Kate,Pauline Hanson's One Nation,1,428,Transfer,
S,2,REED,Barry,Pauline Hanson's One Nation,1,209,Transfer,
T,1,De VENDRE,Divvi,The Women's Party,1,348,Transfer,
T,2,LLOYD,Penelope,The Women's Party,1,126,Transfer,
U,1,GERANTONIS,Paul,Seniors United Party of Australia,1,298,Transfer,
U,2,DUCKER,Helen,Seniors United Party of Australia,1,42,Transfer,
V,1,PHILLIPS,Richard,Socialist Equality Party,1,239,Transfer,
V,2,DAVIS,John,Socialist Equality Party,1,6,Transfer,
W,1,PTOLEMY,Mark,Australian Workers Party,1,318,Transfer,
W,2,NGUYEN,Maria,Australian Workers Party,1,48,Transfer,
X,1,DRURY,Jewell,Australian Better Families,1,303,Transfer,
X,2,MOUJALLI,Peter,Australian Better Families,1,52,Transfer,
Y,1,O'NEILL,Michael,Involuntary Medication Objectors (Vaccination/Fluoride) Party,1,274,Transfer,
Y,2,BURNUM BURNUM,Marelle,Involuntary Medication Objectors (Vaccination/Fluoride) Party,1,73,Transfer,
Z,1,BURSTON,Brian,United Australia Party,1,393,Transfer,
Z,2,BERNIER,Christine Pamela,United Australia Party,1,149,Transfer,
Z,3,MOORE,Wayne,United Australia Party,1,95,Transfer,
AA,1,HANNA,Daniel John,Democratic Labour Party,1,363,Transfer,
AA,2,O'BRIEN,Benedict Raymond Thomas,Democratic Labour Party,1,65,Transfer,
AB,1,DEBENHAM,Nick,Climate Action! Immigration Action! Accountable Politicians!,1,293,Transfer,
AB,2,FORSYTH,Guy,Climate Action! Immigration Action! Accountable Politicians!,1,10,Transfer,
AC,1,POLLARD,Angela,Animal Justice Party,1,388,Transfer,
AC,2,DELLO-IACOVO,Michael Armando,Animal Justice Party,1,162,Transfer,
AC,3,BELLENGER,Carol,Animal Justice Party,1,85,Transfer,
AD,1,RUSHTON,Ben,VOTEFLUX.ORG | Upgrade Democracy!,1,264,Transfer,
AD,2,COTTERILL,Joanne,VOTEFLUX.ORG | Upgrade Democracy!,1,46,Transfer,
AE,1,LEONG,Andrea,Science Party,1,353,Transfer,
AE,2,SLAVICH,Eve,Science Party,1,103,Transfer,
AE,3,FURNESS,Peter,Science Party,1,31,Transfer,
AE,4,PARKER,Greg,Science Party,1,130,Transfer,
AF,1,LAWLER,Ann,Citizens Electoral Council,1,229,Transfer,
AF,2,BUTLER,Robert,Citizens Electoral Council,1,5,Transfer,
AG,1,BOURKE,William,Sustainable Australia,1,373,Transfer,
AG,2,GRZIC,Warren,Sustainable Australia,1,38,Transfer,
AH,1,MAILLER,Pete,Australian Democrats,1,313,Transfer,
AH,2,BUCKMAN,Chris,Australian Democrats,1,69,Transfer,
AI,1,VITHOULKAS,Angela,The Small Business Party,1,328,Transfer,
AI,2,DOUSKOU,Fiona,The Small Business Party,1,59,Transfer,
UG,1,CARMICHAEL,John William,Independent,1,204,Transfer,
UG,2,HADDAD,Chifley,Independent,1,39,Transfer,
UG,3,BAKER,Phil,Independent,1,28,Transfer,
UG,4,DOYLE,Graeme Barry,Independent,1,140,Transfer,
UG,5,ROMANOUS,John John,Independent,1,9,Transfer,
UG,6,FARAJ,Hussein,Independent,1,113,Transfer,
UG1,1,BARBER,Russell,Love Australia or Leave,1,100,Transfer,
UG1,2,LAZARUS,Sandra,Independent,1,154,Transfer,
UG1,3,WAGNER,Glenn,Independent,1,51,Transfer,
UG1,4,O'BRIEN,David J,Independent,1,21,Transfer,
UG1,5,BELL,Wayne Lyndsay,Independent,1,14,Transfer,
UG1,6,KIRKWOOD,Michael,Independent,1,63,Transfer,
UG2,1,JOHNSTONE,Pamela,Independent,1,234,Transfer,
UG2,2,CROSSMAN,Carolyn J,Independent,1,190,Transfer,
