ticket,ballot_position,surname,ballot_given_nm,party_ballot_nm,transfer_factor,elimination_order,fate,notes
AF,10,LEA,Archie,Christian Democratic Party (Fred Nile Group),1,13,Transfer,
AF,11,EL-DAGHL,Lena,Christian Democratic Party (Fred Nile Group),1,22,Transfer,
AF,12,KNOX,Charles,Christian Democratic Party (Fred Nile Group),1,77,Transfer,
AG,1,FITZGERALD,Ross,Australian Sex Party,1,149,Transfer,
AG,2,RAYE,Sue,Australian Sex Party,1,86,Transfer,
AH,1,QUARTLY,Allan,Australian Progressives,1,110,Transfer,
AH,2,ROSE,Ash,Australian Progressives,1,24,Transfer,
AI,1,DALGLIESH,Aidan,Nick Xenophon Team,1,152,Transfer,
AI,2,DONA,Anthony,Nick Xenophon Team,1,92,Transfer,
AJ,1,THORPE,Ray,Drug Law Reform,1,142,Transfer,
AJ,2,DOWSON,Stacey,Drug Law Reform,1,45,Transfer,
AK,1,BOURKE,William,Sustainable Australia,1,129,Transfer,
AK,2,GRAHAM,Greg,Sustainable Australia,1,17,Transfer,
AL,1,RHIANNON,Lee,The Greens,0.005779291016555,136,Elected_Left,"Although elected in 2016, Lee RHIANNON resigned from parliament. She was replaced by Mehreen Faruqi."
AL,2,OSBORNE,Michael,The Greens,1,121,Transfer,
AL,3,OAKLEY,Jane,The Greens,1,107,Transfer,
AL,4,JANARTHANA,Jananie,The Greens,1,84,Transfer,
AL,5,KONTELLIS,Marika,The Greens,1,60,Transfer,
AL,6,BRYANT,Gareth,The Greens,1,76,Transfer,
AL,7,HO,Christina,The Greens,1,103,Transfer,
AL,8,MAIDEN,Kathryn,The Greens,1,51,Transfer,
AL,9,GOODLASS,Ray,The Greens,1,44,Transfer,
AL,10,DONAYRE,Christine,The Greens,1,46,Transfer,
AL,11,PARKER,Kate,The Greens,1,82,Transfer,
AL,12,FERNANDES,Sarah,The Greens,1,109,Transfer,
AM,1,SMITH,Kirralie Jane,Australian Liberty Alliance,1,143,Transfer,
AM,2,ANDERSON,Gary,Australian Liberty Alliance,1,98,Transfer,
AN,1,BREEN,Peter,Renewable Energy Party,1,131,Transfer,
AN,2,PERROW,Susan,Renewable Energy Party,1,48,Transfer,
AO,1,OLBOURNE,Jason Mark,Marijuana (HEMP) Party,1,146,Transfer,
AO,2,KATELARIS,Andrew John,Marijuana (HEMP) Party,1,75,Transfer,
UG,1,GRZIC,Warren,Independent,1,81,Transfer,
UG,2,WARD,Jane,Independent,1,56,Transfer,
UG,3,MUNDAY,Liam,Independent,1,52,Transfer,
UG,4,LAMBERT,Bryan,Independent,1,73,Transfer,
UG,5,WALLACE,Peter,Independent,1,29,Transfer,
UG,6,WRIGHT,James,Independent,1,79,Transfer,
UG,7,RZETELSKI,Joanna,Independent,1,33,Transfer,
UG,8,LIM,Danny,Independent,1,102,Transfer,
UG,9,CRUZE,Maree Ann,Antipaedophile Party,1,47,Transfer,
UG,10,MULLER,Stephen,Independent,1,15,Transfer,
UG,11,MULLER,Peter,Independent,1,28,Transfer,
UG,12,COOPER,John,Independent,1,37,Transfer,
UG1,1,SPRUCE-PEET-BOYD,Santa,Independent,1,32,Transfer,
UG1,2,ASH,David,Independent,1,71,Transfer,
UG1,3,SMITH,Nigel James,Independent,1,90,Transfer,
UG1,4,POULSEN,Ron,,1,19,Transfer,
UG1,5,GOOLEY,Peter,Independent,1,49,Transfer,
UG1,6,CHAPMAN,Nick,Independent,1,80,Transfer,
UG1,7,BROWN,Leonard,Independent,1,14,Transfer,
UG1,8,TSAY,Richelle Girado,Independent,1,25,Transfer,
